,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
1911,EDADIX_freeONLY,4.60779,3.86408,4.60779,1.24361,929.949,747.784,95.9688,77.1697,0.517714,0.416301,0,Zn,Yes,Zn
1912,EDAFUM_freeONLY,4.92982,3.72004,4.92982,1.77302,861.827,486.079,0,0,0.459181,0.258982,0,Co,No,
1913,EDAGAT_freeONLY,4.66461,3.62215,4.66149,1.84563,718.303,389.191,0,0,0.43868,0.237686,0,Co,No,
1914,EDAGEX_freeONLY,4.90414,3.69066,4.90414,1.79444,818.471,456.116,0,0,0.456885,0.254612,0,Co,No,
1915,EDATOT_freeONLY,9.62468,7.97439,9.62468,0.668028,2322.72,3476.98,0,0,0.788137,1.1798,0,"Mn,Cr",No,
1916,EDAVOV_freeONLY,5.43148,4.90666,5.43148,1.63199,471.65,289.002,0,0,0.400063,0.245137,0,Cu,Yes,Cu
1917,EDECOG_freeONLY,6.30617,4.64697,6.30617,1.66761,3318.8,1990.16,0,0,0.755117,0.452815,0,"Au,Ni",Yes,Au
1918,EDIKIL_freeONLY,4.99635,3.98785,4.76329,1.3412,2199.4,1639.87,0,0,0.599455,0.446954,0,Y,No,
1919,EDOMAM_freeONLY,8.28561,6.03929,8.28561,0.809806,2161.19,2668.78,0,0,0.663731,0.819617,0,Cu,No,
1920,EDORIY_freeONLY,9.14755,5.03621,9.04986,0.790758,1869.45,2364.13,0,0,0.662255,0.837495,0,Cu,Yes,Cu
1921,EDOVEA_freeONLY,5.76417,3.5796,5.74926,1.53264,1435.1,936.357,0,0,0.572457,0.37351,0.000147588,"Gd,Zn",No,
1922,EDOVIE_freeONLY,5.73034,3.5942,5.35788,1.54505,1502.87,972.698,0,0,0.576553,0.37316,0.000133717,"Dy,Zn",No,
1923,EDOYOL_freeONLY,5.01736,3.38311,4.48446,1.95196,339.596,173.977,321.079,164.49,0.489498,0.250772,0,Co,Yes,Co
1924,EDUSIF_freeONLY,15.06012,7.92287,15.06012,0.593338,2239.12,3773.76,0,0,0.808061,1.36189,0,Zn,No,
1925,EDUSOL_freeONLY,12.80709,3.82624,12.79914,2.18826,1497.03,684.12,0,0,0.586128,0.267852,0,Zn,No,
1926,EDUSUR_freeONLY,14.97104,6.60216,14.94764,0.720686,2039.3,2829.66,0,0,0.767481,1.06493,0,Zn,No,
1927,EDUTIG_freeONLY,15.04544,5.6073,15.04543,0.712902,1952.88,2739.34,0,0,0.753483,1.05692,0,Zn,No,
1928,EDUTUS_freeONLY,17.90971,9.30561,17.9093,0.58027,1961.13,3379.68,0,0,0.834167,1.43755,0,Zn,No,
1929,EDUVAA_freeONLY,11.09173,8.59327,11.09126,0.690728,2373.95,3436.88,0,0,0.752636,1.08963,0,Zn,No,
1930,EDUVEE_freeONLY,12.39923,7.07453,12.39923,0.820405,2102.82,2563.15,0,0,0.698652,0.851594,0,Zn,No,
1931,EDUVII_freeONLY,20.32202,9.77849,20.3055,0.420228,1875.71,4463.55,0,0,0.853435,2.03088,0,Zn,No,
1932,EDUVOO_freeONLY,20.94349,10.63143,20.92684,0.373403,1802.41,4826.98,0,0,0.863065,2.31135,0,Zn,No,
1933,EDUVUU_freeONLY,9.45394,7.52958,9.45394,0.697727,2411.54,3456.29,0,0,0.780903,1.11921,0.000202372,Zn,No,
1934,EDUWAB_freeONLY,22.95712,15.72973,22.95712,0.384851,1222.84,3177.43,0,0,0.872698,2.26762,9.77E-05,Zn,No,
1935,EFAYIU_freeONLY,10.23253,7.16215,9.35377,0.450146,2367.43,5259.25,0,0,0.807019,1.79279,0,Zn,Yes,Zn
1936,EFEGEC_freeONLY,4.43559,3.83257,4.43559,2.0207,739.232,365.83,0,0,0.410423,0.20311,0,Tb,No,
1937,EFEGOM_freeONLY,6.13983,5.63757,6.13983,1.11988,1523.09,1360.04,0,0,0.581386,0.519148,0,Fe,No,
1938,EFESEP_freeONLY,8.715,6.13196,8.70818,1.04109,1275.4,1225.06,0,0,0.557358,0.535358,0,Zn,No,
1939,EFESIT_freeONLY,8.04073,4.66175,8.04073,1.03481,1280.61,1237.53,123.936,119.767,0.568939,0.549799,0,"Zn,K",No,
1940,EFESOZ_freeONLY,8.917,6.18945,8.917,1.04513,1263.69,1209.12,0,0,0.557732,0.533646,0,Zn,No,
1941,EFILUA_freeONLY,5.24567,3.1446,5.24567,2.5004,0,0,570.933,228.337,0.4285,0.171372,0,Ga,No,
1942,EFIMOV_freeONLY,6.67559,6.34874,6.67559,1.77157,863.061,487.172,0,0,0.366004,0.206598,0,"Be,Na",No,
1943,EFIMUB_freeONLY,4.12312,2.61688,4.12312,1.65057,0,0,344.314,208.603,0.440878,0.267107,0,Be,No,
1944,EFOGOX_freeONLY,6.79171,3.24561,6.78442,1.02093,0,0,1067.69,1045.8,0.557368,0.545943,0,Cd,No,
1945,EGABAR_freeONLY,5.34669,4.59707,5.34669,2.32794,985.574,423.367,0,0,0.451798,0.194076,3.44E-07,Cd,No,
1946,EGAFOJ_freeONLY,5.4475,2.62933,5.4475,1.54473,0,0,747.922,484.178,0.467614,0.302716,0,La,No,
1947,EGAFUP_freeONLY,5.41211,2.67109,5.41211,1.56875,0,0,767.707,489.376,0.468759,0.298811,0,Nd,No,
1948,EGAGAW_freeONLY,5.3614,2.68261,5.3614,1.61102,0,0,810.129,502.868,0.467225,0.290019,0,Eu,No,
1949,EGAGEA_freeONLY,5.34124,2.6817,5.30709,1.64537,0,0,754.59,458.613,0.463509,0.281705,0,Gd,No,
1950,EGATEM_freeONLY,10.24474,8.68741,10.22944,0.847968,1413.96,1667.47,108.046,127.417,0.645305,0.761002,0,"Co,Zn",Yes,Zn
1951,EGATIQ_freeONLY,10.6043,9.35673,10.58314,0.815931,1600.9,1962.05,0,0,0.660505,0.809511,0,"Zn,Ni",Yes,Zn
1952,EGATOW_freeONLY,4.8936,3.0084,4.88952,1.69611,0,0,252.965,149.144,0.377113,0.22234,0,"Co,Zn",No,
1953,EGEHOO_freeONLY,9.43653,6.31102,9.43184,1.23596,1617.71,1308.87,0,0,0.604682,0.48924,0,In,No,
1954,EGEJIK_freeONLY,10.03122,8.42987,10.0057,0.710569,2245.85,3160.64,0,0,0.746945,1.05119,0,Zn,Yes,Zn
1955,EGEJOQ_freeONLY,7.42254,3.87864,7.41717,1.25003,1263.38,1010.67,2.01725,1.61376,0.526221,0.420965,0,Zn,No,
1956,EGEJUW_freeONLY,6.33114,4.25756,5.67495,1.19278,1085.32,909.907,13.727,11.5084,0.524809,0.439987,0,Zn,No,
1957,EGELUY_freeONLY,7.29712,6.76675,7.29712,0.927411,1691.69,1824.1,0,0,0.623604,0.672414,0,Al,No,
1958,EGIFUV_freeONLY,9.74551,8.51622,9.74551,1.10155,1326.51,1204.23,0,0,0.600718,0.545339,0,Cd,No,
1959,EGOKOB_freeONLY,4.8176,2.4154,4.77363,1.29339,0,0,672.776,520.166,0.444363,0.343565,0,Mn,No,
1960,EGOXII_freeONLY,5.25124,3.65255,5.23152,1.73248,973.599,561.97,0,0,0.561491,0.324098,0,Zn,Yes,Zn
1961,EGOZAB_freeONLY,7.03744,5.28936,7.03744,1.03834,1908.49,1838.02,0,0,0.619344,0.596477,0,Cu,Yes,Cu
1962,EHAFEA_freeONLY,4.58291,3.32632,4.58291,2.55927,516.974,202,0,0,0.398656,0.155769,0,"Yb,U",No,
1963,EHAGAX_freeONLY,4.4368,2.81255,4.4368,2.46823,0,0,436.091,176.682,0.401291,0.162583,0,"Sm,U",No,
1964,EHAGEB_freeONLY,4.62138,2.83391,4.62138,2.4699,0,0,457.003,185.029,0.402142,0.162817,0,"Eu,U",No,
1965,EHAGIF_freeONLY,4.62647,3.25208,4.16843,2.51586,0,0,521.684,207.358,0.401155,0.15945,0,"Gd,U",No,
1966,EHAGOL_freeONLY,4.59733,2.82123,4.53495,2.50936,0,0,456.53,181.93,0.399994,0.1594,0,"U,Tb",No,
1967,EHAGUR_freeONLY,4.50221,2.76568,4.50221,2.53743,0,0,404.673,159.482,0.396093,0.1561,0,"Dy,U",No,
1968,EHALOP_freeONLY,2.84967,2.58568,2.84967,2.43375,0,0,0,0,0.247848,0.101838,0,Al,No,
1969,EHEKUY_freeONLY,6.18029,3.5251,6.17561,1.28701,818.303,635.815,1.37024,1.06467,0.495319,0.384859,0,Ru,No,
1970,EHETER02_freeONLY,6.13263,4.26006,6.13263,1.22774,970.845,790.758,0,0,0.494564,0.402825,0,Zn,No,
1971,EHIHOU_freeONLY,3.45946,2.71305,3.45946,2.05796,0,0,6.47922,3.14837,0.344376,0.167338,0,"Pr,Ag",Yes,Ag
1972,EHIJAH_freeONLY,18.47944,11.69311,18.47944,0.385139,1741.21,4520.99,0,0,0.849564,2.20586,0,Zn,No,
1973,EHIPOC_freeONLY,4.95057,3.69644,4.93626,1.51785,675.928,445.319,0,0,0.484219,0.319016,0,Cu,Yes,Cu
1974,EHODOV_freeONLY,6.29636,4.79574,6.20052,1.13489,1475.56,1300.18,277.705,244.699,0.608553,0.536224,0,In,No,
1975,EHOJES_freeONLY,4.21465,2.85487,4.21465,1.32728,0,0,333.696,251.413,0.448975,0.338267,0,Cd,No,
1976,EHOJIW_freeONLY,4.69137,3.33645,4.56734,1.28531,589.8,458.876,0,0,0.472021,0.367242,0,Cd,No,
1977,EHUCOA_freeONLY,5.17903,3.01602,4.8287,1.04615,0,0,912.444,872.188,0.544562,0.520537,0,"Mn,Cr",No,
1978,EHUFAP_freeONLY,4.35447,3.31343,4.35447,1.51924,87.2961,57.4604,181.308,119.341,0.417012,0.274487,0,Cu,Yes,Cu
1979,EHUSUX_freeONLY,10.42726,4.31279,10.42726,0.828623,2042.62,2465.07,0,0,0.669048,0.807422,0,Cu,No,
1980,EHUTAE_freeONLY,10.55204,4.36801,10.55204,0.750709,2114.93,2817.24,0,0,0.689963,0.919082,0,Cu,No,
1981,EJATIS_freeONLY,4.15596,3.67859,4.15596,2.74932,307.807,111.958,182.479,66.3726,0.351023,0.127676,0,Fe,Yes,Fe
1982,EJAXIW_freeONLY,6.39565,3.79021,6.3867,1.01032,1374.25,1360.22,0,0,0.56222,0.556479,0,Co,No,
1983,EJEBUS_freeONLY,15.41685,7.73473,15.41566,0.660506,2153.86,3260.92,0,0,0.772936,1.17022,0.000142618,Zr,No,
1984,EJEFOP_freeONLY,4.0642,2.84987,4.04303,1.60769,0,0,191.28,118.978,0.403391,0.250914,0,Cd,Yes,Cd
1985,EJESUJ_freeONLY,12.74707,12.11294,12.74707,0.646554,1958.38,3028.95,0,0,0.766559,1.18561,0,"Eu,Na",Yes,Na
1986,EJETAQ_freeONLY,11.63979,5.65608,11.63675,0.822005,1878.22,2284.93,0,0,0.686381,0.835009,0,"Eu,Na",Yes,Na
1987,EJIBOQ_freeONLY,7.02985,5.18035,7.02985,1.2839,718.631,559.724,0,0,0.459352,0.357778,0,Co,No,
1988,EJIBUW_freeONLY,7.60147,5.85937,7.60121,1.22707,864.001,704.116,0,0,0.493994,0.402579,0,Zn,No,
1989,EJIDUW01_freeONLY,3.66649,2.94554,3.6606,1.71418,0,0,148.947,86.8911,0.421748,0.246035,0,Nd,No,
1990,EJIDUW02_freeONLY,3.72156,3.0368,3.71839,1.69231,0,0,221.86,131.099,0.430632,0.254464,0,Nd,No,
1991,EJIQIZ_freeONLY,6.78446,4.43255,6.78446,1.50028,688.376,458.831,0,0,0.403878,0.269201,0,Zn,No,
1992,EJOGOZ_freeONLY,8.52791,7.67789,8.52791,1.08841,1254.93,1153,0,0,0.552313,0.507451,0,Cu,Yes,Cu
1993,EJONOH_freeONLY,3.67947,2.79701,3.64252,1.62721,0,0,113.095,69.502,0.408747,0.251194,0,Co,No,
1994,EJOQOL_freeONLY,6.97962,3.67682,6.96235,1.35526,1115.22,822.885,0,0,0.496332,0.366228,0,"K,Cu",Yes,"Cu,K"
1995,EJOQUR_freeONLY,9.12175,4.99825,9.1166,0.99935,1984.86,1986.16,0,0,0.667056,0.66749,0,Cu,Yes,Cu
1996,EJORAY_freeONLY,4.54655,3.52014,4.53351,1.42192,944.442,664.2,0,0,0.524948,0.369181,0,Cu,Yes,Cu
1997,EJOZOU_freeONLY,6.46584,6.0765,6.45872,1.26256,788.487,624.514,0.0327246,0.0259192,0.476563,0.377458,0,Cu,Yes,Cu
1998,EJULUS_freeONLY,5.35074,2.53066,5.34212,1.50802,0,0,570.466,378.289,0.447465,0.296724,0,Co,Yes,Co
1999,EJUVOU_freeONLY,3.96953,2.93781,3.88615,2.67544,0,0,216.251,80.828,0.444379,0.166095,0,Zn,Yes,Zn
2000,EKADIF_freeONLY,7.65126,6.54995,7.64495,1.18404,1690.89,1428.07,3.61551,3.05354,0.62539,0.528183,0,"Zn,Cu",Yes,"Zn,Cu"
2001,EKEHUZ_freeONLY,4.94766,4.5154,4.94766,1.65228,872.812,528.247,0,0,0.490588,0.296916,0,Zn,No,
2002,EKEKIQ_freeONLY,7.78827,7.10144,7.77255,1.16703,1035.68,887.454,0,0,0.557889,0.478043,0,Zn,No,
2003,EKEKOW_freeONLY,6.64631,6.48549,6.64631,1.4062,693.032,492.842,0,0,0.425986,0.302935,0,Zn,Yes,Zn
2004,EKEMEO_freeONLY,10.7868,4.60195,10.7868,1.13712,1918.99,1687.58,0,0,0.630071,0.554093,0,Cu,No,
2005,EKEQIV_freeONLY,4.84628,3.45671,4.84441,2.24591,367.069,163.439,0,0,0.397776,0.177111,0,"Mo,Cu",Yes,Cu
2006,EKETOF_freeONLY,4.41106,3.42867,4.41106,1.63804,332.38,202.914,0,0,0.416872,0.254495,0,Eu,No,
2007,EKETUL_freeONLY,4.43428,3.43441,4.41751,1.64611,323.769,196.687,0,0,0.417605,0.253691,0,Tb,No,
2008,EKEVAT_freeONLY,4.38581,3.45093,4.38444,1.70718,305.45,178.921,0,0,0.409391,0.239805,0,Er,No,
2009,EKEXUP_freeONLY,6.41984,6.04008,6.40932,1.29125,749.19,580.207,206.524,159.942,0.520582,0.403163,0,Zn,Yes,Zn
2010,EKEYAW_freeONLY,7.84455,7.16889,7.83019,1.2244,1100.16,898.536,0,0,0.543384,0.443798,0,Zn,No,
2011,EKIDEH_freeONLY,5.82919,5.4934,5.8276,2.48486,836.246,336.536,0,0,0.415473,0.167202,0,"Ga,Rb",Yes,Rb
2012,EKIDIL_freeONLY,5.81355,5.57809,5.81244,2.56508,838.284,326.806,0,0,0.417637,0.162816,0,"Ga,Cs",Yes,Cs
2013,EKIGIQ_freeONLY,4.47438,2.65851,4.47276,1.56622,0,0,499.132,318.686,0.455792,0.291014,0,Cd,No,
2014,EKIGOW_freeONLY,4.32383,2.60267,4.32383,1.4151,0,0,432.171,305.401,0.424332,0.299861,0,Mn,No,
2015,EKOKIA_freeONLY,6.37814,3.95219,6.36099,1.52387,1027.91,674.542,0,0,0.497079,0.326196,0,Cd,No,
2016,EKOMEY_freeONLY,4.59442,3.82857,4.59442,1.27958,591.583,462.326,0,0,0.44493,0.347716,0,Cd,No,
2017,EKOPOK_freeONLY,5.99529,4.90456,5.99529,1.33244,1262.57,947.565,0,0,0.526817,0.395379,0,"Cd,Ca",No,
2018,EKOPUQ_freeONLY,11.06416,8.02745,11.06416,0.972371,1599.98,1645.44,0,0,0.611103,0.628467,0,"Cd,Ca",No,
2019,EKUPEG_freeONLY,12.13371,8.24986,12.13006,0.865202,1610.79,1861.75,0,0,0.675892,0.781195,4.28E-05,Cu,Yes,Cu
2020,ELAFUT_freeONLY,5.03683,2.42927,5.03681,1.56325,0,0,864.221,552.834,0.463994,0.296813,0,Cd,No,
2021,ELECIJ_freeONLY,5.29894,3.51797,5.23731,1.40049,1462.65,1044.38,0,0,0.56864,0.406029,2.77E-05,Eu,No,
2022,ELELEN_freeONLY,7.0748,4.18155,7.0748,0.915782,1231.07,1344.28,0,0,0.58818,0.642271,0,Cu,Yes,Cu
2023,ELEREU_freeONLY,15.53932,10.30838,15.53932,0.787403,1712.38,2174.71,0,0,0.700595,0.889754,2.03E-05,Cu,No,
2024,ELERIY_freeONLY,9.53089,6.18975,9.52459,0.786887,2258.4,2870.04,0,0,0.703731,0.894324,0,Cu,No,
2025,ELEROE_freeONLY,8.84797,5.19519,8.84318,1.02785,1744.68,1697.41,0,0,0.639152,0.621832,0,Cu,No,
2026,ELIJOZ_freeONLY,5.0309,3.85268,5.0309,1.59049,799.559,502.713,0,0,0.451673,0.283984,0,Ce,No,
2027,ELIJUF_freeONLY,4.98124,3.63869,4.98124,1.47233,749.197,508.851,0,0,0.442556,0.300582,0,Y,No,
2028,ELIKAM_freeONLY,5.04335,3.82798,5.04275,1.60576,778.888,485.057,0,0,0.450415,0.280499,0,Pr,No,
2029,ELIKEQ_freeONLY,4.99766,3.80728,4.99766,1.62098,774.052,477.52,0,0,0.448536,0.276706,0,Nd,No,
2030,ELIKIU_freeONLY,4.97124,3.7531,4.97064,1.65835,791.333,477.18,0,0,0.445522,0.268653,0,Sm,No,
2031,ELIKOA_freeONLY,4.97213,3.73339,4.97152,1.66859,761.571,456.416,0,0,0.444704,0.266515,0,Eu,No,
2032,ELIKUG_freeONLY,4.95561,3.7268,4.95492,1.69043,791.38,468.155,0,0,0.444405,0.262896,0,Gd,No,
2033,ELILAN_freeONLY,4.95453,3.69174,4.95193,1.72347,748.381,434.23,0,0,0.442078,0.256505,0,Dy,No,
2034,ELILER_freeONLY,4.97395,3.65704,4.97394,1.74926,723.795,413.773,0,0,0.441131,0.252182,0,Er,No,
2035,ELILIV_freeONLY,4.95772,3.62473,4.95772,1.75587,745.105,424.35,0,0,0.441208,0.251275,0,Tm,No,
2036,ELIYUU_freeONLY,4.27114,2.46203,4.26205,1.72564,0,0,531.698,308.116,0.512262,0.296853,0,Zn,No,
2037,ELOFIU_freeONLY,4.15203,3.39711,4.1518,0.949532,1132.18,1192.35,0,0,0.577733,0.60844,0,Ca,No,
2038,ELOGUJ_freeONLY,5.2439,2.96285,4.46811,3.22827,0,0,644.945,199.78,0.456007,0.141254,1.33E-05,"W,V,Co",Yes,Co
2039,ELOHOE_freeONLY,5.50763,4.27537,5.48493,1.17463,952.494,810.889,0,0,0.514493,0.438005,0,Cd,No,
2040,ELOZEK_freeONLY,5.94525,5.24436,5.94525,3.31829,280.758,84.6095,0,0,0.333561,0.100522,0,Pb,Yes,Pb
2041,ELOZIQ_freeONLY,8.90054,7.54325,8.90054,1.56317,1438.02,919.936,0,0,0.582642,0.37273,0,Cd,Yes,Cd
2042,ELOZOW_freeONLY,10.62668,7.12814,10.62592,1.1199,1679.97,1500.11,4.3293,3.8658,0.659945,0.589291,0,Cd,Yes,Cd
2043,ELUJAY_freeONLY,4.12991,3.16945,4.1165,1.79276,0,0,313.329,174.775,0.419081,0.233764,0,"Sm,Zn",Yes,Zn
2044,ELUJEC_freeONLY,4.19635,3.11593,4.18965,1.8463,0,0,290.594,157.393,0.413456,0.223937,0,"Zn,Tb",Yes,Zn
2045,ELUQIM01_freeONLY,2.91764,2.42991,2.91764,1.76133,0,0,0,0,0.430737,0.244551,0,Zn,No,
2046,ELUQIM04_freeONLY,2.91594,2.42649,2.91594,1.76481,0,0,0,0,0.431396,0.244443,0,Zn,No,
2047,ELUQIM05_freeONLY,2.89295,2.40731,2.89295,1.77399,0,0,0,0,0.429097,0.241882,0,Zn,No,
2048,ELUQIM13_freeONLY,2.90949,2.42675,2.90949,1.76113,0,0,0,0,0.431873,0.245225,0,Zn,No,
2049,ELUSAH_freeONLY,8.97604,6.77428,8.94999,1.38756,1930.91,1391.58,0,0,0.691661,0.498473,0,"Cd,Ag",Yes,Ag
2050,ELUZES_freeONLY,5.82132,4.21128,5.29686,1.7311,1982.65,1145.31,0,0,0.642657,0.371241,0,"Cd,Ag",Yes,Ag
2051,EMAFII_freeONLY,8.29678,2.86303,8.29678,1.05392,0,0,946.016,897.619,0.522887,0.496137,0,Ag,Yes,Ag
2052,EMAGAB_freeONLY,7.29476,4.84283,7.29476,1.35618,837.065,617.222,0,0,0.479009,0.353204,0,Zn,No,
2053,EMAMIQ_freeONLY,5.56145,4.96475,5.56145,1.21798,594.597,488.182,0,0,0.459292,0.377092,0,Ni,No,
2054,EMAMOW_freeONLY,6.03576,5.46095,6.03576,1.22409,712.534,582.091,0,0,0.460988,0.376595,0,Ni,No,
2055,EMAMUC_freeONLY,4.86374,4.58248,4.86374,1.33775,459.539,343.516,0,0,0.424944,0.317656,0,Ni,No,
2056,EMANAH_freeONLY,3.45286,2.77152,3.26446,1.80411,0,0,39.3995,21.8388,0.519282,0.287834,0,"Cd,In",No,
2057,EMAPAK_freeONLY,11.21755,3.61918,11.21755,0.925375,1504.89,1626.25,0,0,0.642442,0.69425,0,Zn,No,
2058,EMEGEJ_freeONLY,3.92857,2.62137,3.92725,1.4195,0,0,89.846,63.2939,0.417597,0.294185,0,Eu,No,
2059,EMEHUB_freeONLY,3.37285,3.14969,3.36506,1.71921,0,0,2.01829,1.17397,0.386676,0.224915,0,"Si,Cu",No,
2060,EMEJAJ_freeONLY,8.33992,7.31478,8.33992,0.875377,1726.49,1972.28,0,0,0.642182,0.733606,0,"Si,Cu",No,
2061,EMEJIR_freeONLY,5.77394,3.95314,5.77026,1.05849,904.949,854.942,0,0,0.496372,0.468942,0,Co,No,
2062,EMEJOX_freeONLY,5.70184,3.68574,5.47775,1.06913,790.41,739.302,0.0102675,0.00960364,0.490275,0.458574,0,Co,No,
2063,EMEJUD_freeONLY,4.83142,2.9809,4.74437,1.07213,0,0,473.807,441.929,0.462424,0.431311,0,Co,No,
2064,EMIFOW_freeONLY,7.56186,4.84974,7.24947,1.40224,2849.76,2032.29,0,0,0.700984,0.499903,0,In,Yes,In
2065,EMIGAJ_freeONLY,12.65041,10.75906,12.02425,1.10481,2234.2,2022.24,0,0,0.75901,0.687004,0,In,Yes,In
2066,EMIGEN_freeONLY,9.92994,9.15422,9.92452,1.09302,2333.28,2134.71,0,0,0.755765,0.691446,0,In,Yes,In
2067,EMIGIR_freeONLY,7.58579,4.82521,7.58579,1.39411,2775.36,1990.78,0,0,0.698468,0.501014,0,In,Yes,In
2068,EMIGOX_freeONLY,6.95421,5.10297,6.95421,1.53443,2303.79,1501.4,0,0,0.649288,0.423148,0,In,Yes,In
2069,EMIGUD_freeONLY,7.15328,4.9407,7.09547,1.49442,2315.96,1549.74,0,0,0.650624,0.435368,0,In,Yes,In
2070,EMIHAK_freeONLY,6.83311,5.00494,6.80066,1.48471,2266.03,1526.24,0,0,0.644673,0.434208,0,In,Yes,In
2071,EMIHEO_freeONLY,9.11988,7.6001,9.06296,1.43722,2461.2,1712.48,0,0,0.717602,0.499299,0,"Cd,In",Yes,In
2072,EMIHIS_freeONLY,9.63176,5.91613,9.60938,1.48172,2183.5,1473.62,0,0,0.6856,0.462704,0,"Cd,In",Yes,In
2073,EMIREX_freeONLY,3.10355,2.73934,2.93717,1.80103,0,0,0,0,0.333195,0.185003,0,Ba,No,
2074,EMITUQ01_freeONLY,7.52104,5.70346,7.5054,0.998352,1639.25,1641.96,0,0,0.609657,0.610663,0,Zn,Yes,Zn
2075,EMITUQ_freeONLY,7.77256,5.61027,7.7505,0.974534,1653.78,1696.99,0,0,0.619989,0.636191,0,Zn,Yes,Zn
2076,EMIVAY_freeONLY,4.87027,3.76618,4.86574,1.16854,800.739,685.249,0,0,0.512175,0.438305,0,Zn,No,
2077,EMIYUW_freeONLY,9.67135,6.72483,9.47229,0.723003,2316.47,3203.96,0,0,0.731885,1.01229,0.000273028,Zr,No,
2078,EMIZAD_freeONLY,34.84558,34.36137,34.84558,0.407913,1440.55,3531.51,0,0,0.845056,2.07166,0.000255447,Zr,No,
2079,EMODOZ_freeONLY,4.34915,2.66527,4.34005,1.98236,0,0,832.313,419.859,0.554245,0.279588,0,Zn,No,
2080,EMOFIX_freeONLY,4.41589,3.3222,4.41589,1.27156,417.873,328.629,0,0,0.456627,0.359106,0,Zn,No,
2081,EMOHIZ_freeONLY,4.57808,3.51835,4.56928,1.23803,564.279,455.789,0,0,0.453579,0.366373,0,Co,Yes,Co
2082,EMOSOO_freeONLY,4.06044,2.97409,4.04675,2.58243,0,0,472.229,182.862,0.460576,0.17835,0,Zn,Yes,Zn
2083,EMUBIZ_freeONLY,8.95373,6.68088,8.95373,1.42468,1742.32,1222.96,122.95,86.2999,0.645456,0.453054,6.91E-05,Cu,Yes,Cu
2084,EMUBOF_freeONLY,9.42077,3.90709,9.42077,1.26542,1419.62,1121.86,303.31,239.691,0.639833,0.505629,0,Cu,No,
2085,EMUTUD_freeONLY,4.92374,3.19899,4.92374,1.60094,0,0,1109.17,692.824,0.534716,0.334001,0,Eu,No,
2086,EMUVAL_freeONLY,4.91536,3.20327,4.9116,1.59615,0,0,1112.73,697.134,0.534095,0.334615,0,Sm,No,
2087,EMUYAM01_freeONLY,4.15548,2.7929,4.05962,2.82255,0,0,28.0598,9.94131,0.264943,0.0938666,0,"Fe,Ag",Yes,Ag
2088,EMUYAM_freeONLY,4.20874,3.16533,4.20874,1.86364,0,0,54.3509,29.1639,0.385478,0.206842,0,"Fe,Ag",Yes,Ag
2089,ENAFAB_freeONLY,11.61274,3.08841,11.61274,2.69061,0,0,1206.95,448.578,0.525816,0.195426,0,"W,Ni",No,
2090,ENAFOP_freeONLY,10.0129,8.29885,10.00408,1.24022,1103.83,890.025,0,0,0.517624,0.417365,3.06E-06,"Na,Gd",Yes,Na
2091,ENANIS_freeONLY,4.58864,4.1598,4.58113,1.33735,740.437,553.659,0,0,0.457564,0.342142,0,Cu,Yes,Cu
2092,ENAQER_freeONLY,5.60277,3.31772,5.60277,1.5855,494.277,311.749,0,0,0.408581,0.257699,0,Cd,No,
2093,ENATUJ_freeONLY,5.92592,5.35302,5.92592,0.866565,2576.35,2973.07,0,0,0.685416,0.790958,0,Ga,No,
2094,ENCDBZ01_freeONLY,4.96088,3.91158,4.96088,1.33226,1732.74,1300.6,0,0,0.623687,0.468143,0,Cd,No,
2095,ENCDBZ_freeONLY,5.17571,4.03646,5.1732,1.35947,2042.6,1502.49,0,0,0.65621,0.482694,0,Cd,No,
2096,ENCNBZ01_freeONLY,5.19872,4.38458,5.19505,1.43907,1881.37,1307.35,0,0,0.620274,0.431023,0,"Cd,Ni",Yes,Ni
2097,ENCUCC10_freeONLY,4.34664,3.4179,4.34664,0.837886,1079.89,1288.83,0,0,0.646826,0.771973,0,Cu,Yes,Cu
2098,ENEQOF_freeONLY,7.85716,6.97232,7.85322,0.88616,1643.03,1854.1,0,0,0.620543,0.700261,0,Cu,Yes,Cu
2099,ENEQUL_freeONLY,7.52825,6.76471,7.52825,0.98299,1501.31,1527.29,0,0,0.579976,0.590012,0,Cu,Yes,Cu
2100,ENESOH_freeONLY,8.38054,5.7847,8.27724,0.65004,2428.04,3735.21,0,0,0.731543,1.12538,0,Cu,Yes,Cu
2101,ENESUN_freeONLY,8.35126,4.97437,8.00527,0.669603,2351.43,3511.68,0,0,0.715308,1.06826,0,Co,No,
2102,ENIHUG01_freeONLY,13.78566,4.79952,13.73513,0.615899,2422.65,3933.52,0,0,0.764091,1.24061,0,Cu,No,
2103,ENIHUG_freeONLY,13.82069,4.61996,13.82069,0.619895,2400.68,3872.72,0,0,0.760202,1.22634,0,Cu,No,
2104,ENISOK_freeONLY,6.962,4.5443,6.96157,1.19425,1627.65,1362.91,0,0,0.576242,0.482515,0,"Cd,Si",No,
2105,ENISUQ_freeONLY,6.6554,4.33713,6.6554,1.05007,1631.23,1553.45,0,0,0.558327,0.531705,0,"Mn,Si",No,
