,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
3822,GUFBUG_clean,6.13698,5.34529,5.96708,1.2615,1102.85,874.235,0,0,0.509107,0.403574,0,Ba,No,
310,AQIXUV_clean,8.64919,5.459,8.64919,0.934501,1102.91,1180.22,0,0,0.558352,0.597487,0,Ni,Yes,Ni
14340,ZUSBIA_clean,4.67694,3.55558,4.65712,1.21981,1103.02,904.254,0,0,0.567569,0.465292,0,Zn,Yes,Zn
3306,FUHJOJ_clean,6.00539,3.60827,5.97725,1.22184,1103.13,902.845,0,0,0.496863,0.406652,0,Co,No,
11580,UWODAN_clean,6.59983,5.06853,6.59331,1.38828,1103.24,794.684,13.1909,9.50165,0.522465,0.376341,0,"Mg,Ni",Yes,"Mg,Ni"
4371,HOZXEB_clean,5.47734,4.35167,5.29263,2.01178,1103.37,548.458,1.30586,0.649106,0.535447,0.266156,0,Cd,Yes,Cd
10847,TIRKEM_clean,5.36618,3.48834,5.34699,1.18994,1103.41,927.286,0,0,0.508746,0.427539,0,Ce,No,
4258,HOBGEL_clean,4.92633,4.45881,4.92633,1.33002,1103.46,829.659,0,0,0.472374,0.355164,0,Ni,No,
12078,VOKNAM_clean,5.71655,4.29096,5.67059,1.31809,1103.58,837.26,0,0,0.486927,0.369419,0,Ag,Yes,Ag
4797,IMISED_clean,5.37885,3.93286,5.3723,1.63717,1103.8,674.216,0,0,0.535305,0.32697,0,Cu,Yes,Cu
1482,CUMDOE_clean,5.65665,4.97039,5.61572,1.60054,1104.27,689.936,0,0,0.528261,0.330052,0,Nd,No,
12940,XAHPUT_clean,21.80673,20.58458,21.80673,0.178675,1104.38,6180.95,0,0,0.920745,5.15317,0,Cu,Yes,Cu
13535,YAMKOP_clean,5.22329,3.73672,5.11659,0.962226,1104.5,1147.86,0,0,0.550308,0.571911,0,Mn,No,
4529,IBOCOU_clean,5.11525,3.77984,4.70842,1.34245,1104.56,822.795,37.7641,28.1308,0.522154,0.388957,0,Co,No,
14314,ZUCKIT_clean,21.54143,12.82644,21.54143,0.534491,1104.58,2066.61,409.554,766.251,0.770306,1.4412,0,Y,Yes,Y
15100,ja907023c_si_004_clean,4.72373,3.33378,4.72373,2.86546,1104.63,385.496,3.87125,1.351,0.554515,0.193517,0,Co,No,
13468,XUNSOQ_clean,5.47061,4.41529,5.45212,1.01415,1105.17,1089.75,0,0,0.497637,0.490695,0,Li,No,
1378,COTXIU_clean,5.20924,4.31105,5.19843,1.08343,1105.37,1020.25,0,0,0.52022,0.480159,0,Cd,No,
619,BANMAG_clean,8.68497,7.44113,8.68497,1.37401,1105.44,804.536,0,0,0.570478,0.415192,0,"Nd,Co",Yes,Co
2032,DUCGEO_clean,6.89557,4.10454,6.882,0.97593,1105.48,1132.74,9.05015,9.27336,0.572042,0.58615,0,Cu,Yes,Cu
14345,ZUTBIB_clean,5.8913,3.41646,5.89108,2.16043,1105.88,511.881,0,0,0.51113,0.236587,0,Ga,No,
3504,GARTIF_clean,4.43647,3.87557,4.43647,1.65372,1106.23,668.931,0,0,0.480525,0.290572,0,Dy,Yes,Dy
3498,GARQAU_clean,7.19814,4.71235,6.96132,1.05141,1106.3,1052.21,0,0,0.538337,0.512016,0,Zn,No,
1203,CETJAN_clean_h,5.90298,3.79569,5.88477,1.04758,1106.82,1056.55,0,0,0.529391,0.505348,0,Co,No,
5231,JIZJUZ_clean,10.30863,9.86894,10.26273,1.07331,1107.41,1031.77,0,0,0.572374,0.533278,0,Co,No,
2645,ETESIG_clean,5.84738,4.10522,5.84738,1.34804,1107.45,821.525,0,0,0.522111,0.387311,0,Cd,Yes,Cd
9250,QOFKUT_clean,5.28259,4.60944,5.27126,1.31152,1107.51,844.443,0,0,0.547055,0.417114,0,Cu,Yes,Cu
11428,UMUXEG_clean,9.48267,8.45374,9.48267,2.20878,1107.52,501.416,0,0,0.524825,0.237609,0,Cu,Yes,Cu
9509,RAPBOZ_clean,6.26431,4.41375,6.26263,1.54927,1107.7,714.982,0,0,0.501158,0.323479,0,Al,Yes,Al
13604,YAVVUP_clean,4.79083,4.0345,4.51089,1.48936,1107.76,743.785,0,0,0.533137,0.357964,0,Dy,Yes,Dy
8385,OYUJUO_clean,7.9102,4.40759,7.52583,1.05143,1107.8,1053.61,500.243,475.773,0.605182,0.575579,0,Ni,No,
10225,SEHZUB_clean,5.72411,4.04304,5.72411,1.14687,1107.91,966.036,0,0,0.515818,0.449763,0,Co,Yes,Co
2111,DUVNIS_charged,7.93461,5.97007,7.92647,1.08134,1108,1024.66,448.988,415.216,0.590714,0.546282,0,Co,No,
3518,GAWCUF_clean,5.14591,3.62459,5.12156,1.20211,1108,921.715,0,0,0.501008,0.416775,0,Co,No,
12168,VUJWUT_clean,5.97502,3.9934,5.95225,1.13537,1108.43,976.272,0,0,0.522812,0.460477,0,Ni,No,
3336,FURQUF_ion_b,8.81158,7.98715,8.81106,1.41389,1108.47,783.986,0,0,0.506146,0.357982,0,Ag,Yes,Ag
8562,PEKVUY_clean,5.4281,3.78005,5.4281,2.82711,1108.62,392.139,0,0,0.483843,0.171144,0,"Ba,U",Yes,"Ba,U"
8544,PEJMOI_clean,7.77261,4.72411,7.52885,1.78918,1108.66,619.649,0,0,0.495994,0.277219,0,"Cd,K",Yes,"Cd,K"
4482,HUZFEO_clean,5.36799,3.75589,5.36799,1.02114,1108.72,1085.76,0,0,0.560386,0.548784,0,Cd,No,
1931,DONXOV_clean,5.19042,4.66623,5.17692,1.61011,1109.26,688.934,0,0,0.495394,0.307678,0,Zn,Yes,Zn
5385,JUYBEM_clean,5.13731,3.85682,5.13731,1.48243,1109.31,748.305,0,0,0.500101,0.337353,0,Cd,No,
11027,TUMQID_clean,4.78803,3.71858,4.78803,1.19719,1109.49,926.748,0,0,0.533609,0.445719,0,Cu,Yes,Cu
2328,EHAGOL_clean,5.39044,3.4677,5.39044,2.17273,1109.83,510.8,0.265709,0.122293,0.536816,0.24707,0,"U,Tb",Yes,"U,Tb"
3328,FUNVEQ_clean,6.15248,5.9031,6.15088,1.9824,1109.86,559.858,0,0,0.433227,0.218537,0,Fe,No,
5162,JASMAS_clean,6.14825,3.93705,6.14825,1.98841,1109.99,558.228,35.6954,17.9517,0.417872,0.210154,0,Zn,No,
5171,JAVSUV_clean,5.63823,3.43149,5.62595,1.69188,1110.19,656.186,0,0,0.496607,0.293523,0,Al,No,
1214,CEYWOU_clean,5.92045,3.96552,5.92045,1.52165,1110.24,729.629,0,0,0.501871,0.32982,0,Tb,Yes,Tb
436,AVAGUB_clean,4.77305,4.26622,4.76857,1.33788,1110.58,830.109,0,0,0.490037,0.36628,0,Ag,Yes,Ag
1603,DADLIG_clean,8.09916,4.69208,7.74628,1.04866,1110.62,1059.08,0,0,0.520973,0.496798,0,Mn,Yes,Mn
1744,DEBWEO_clean,9.31768,7.02636,9.31768,1.11445,1110.91,996.827,0,0,0.542907,0.487154,0,"Zn,Cu",Yes,Zn
5018,IXISIR_clean,4.98485,4.4847,4.98485,1.99522,1111.11,556.885,0,0,0.505585,0.253398,0,Cu,No,
13603,YAVVOJ_clean,4.78155,4.02282,4.65286,1.48818,1111.46,746.861,0,0,0.530946,0.356775,0,Tb,Yes,Tb
11455,UNUNEY_clean,34.00674,17.63763,34.00674,0.237838,1111.66,4674.04,0,0,0.919819,3.86742,0,U,Yes,U
8097,ONULOA_clean,6.95809,4.53426,6.95427,1.13212,1111.83,982.084,0,0,0.509206,0.449782,0,Co,No,
12809,WUJRUQ_clean,5.19284,3.47327,4.97211,1.17487,1111.87,946.375,0,0,0.543362,0.462488,0,Cd,Yes,Cd
12579,WINCEC_clean,4.94527,3.59812,4.94527,1.22278,1112.09,909.471,0,0,0.537689,0.439725,0,Co,Yes,Co
1191,CENPUI_clean,6.19698,4.05893,5.0808,0.999903,1112.35,1112.45,0,0,0.518474,0.518524,0,Mg,Yes,Mg
6271,LIFWOO_clean,4.98578,4.55772,4.98578,1.07707,1112.54,1032.93,0,0,0.527185,0.489464,0,"Si,Zn",No,
4313,HOQMIL01_clean,5.56977,4.83187,5.56337,1.16042,1112.59,958.785,0,0,0.490869,0.42301,0,Mg,No,
2686,EVURAP_clean,4.91998,4.00691,4.90722,1.50366,1112.59,739.922,0,0,0.49021,0.326011,0,Ce,Yes,Ce
3770,GOPLUS_clean,4.69015,3.69955,4.69015,1.12654,1112.81,987.808,0,0,0.57504,0.510446,0,Pr,No,
703,BEPNUH_clean,10.29478,10.18066,10.29478,1.16569,1112.86,954.679,0,0,0.607731,0.521349,0,Zn,No,
7011,MOJNAC_clean,4.66481,4.27217,4.66481,1.62429,1112.88,685.149,7.02044,4.32217,0.530737,0.326751,0,Sm,Yes,Sm
3503,GARTEB_clean,4.30272,3.79858,4.29463,1.63832,1113.21,679.485,0,0,0.483375,0.295044,0,Tb,Yes,Tb
4528,IBOCIO_clean,5.04778,3.70601,4.97662,1.38968,1113.59,801.331,42.5036,30.5852,0.538645,0.387604,0,Zn,No,
2411,ELILAN_clean,4.95628,3.69174,4.9556,1.61177,1113.92,691.115,0,0,0.491237,0.304782,0,Dy,Yes,Dy
9389,QUMFAG_clean,5.75425,3.46056,5.70539,1.22766,1114.17,907.553,4.42946,3.60804,0.53291,0.434085,0,Cd,Yes,Cd
4048,HATZOS02_clean,4.8576,4.0805,4.8576,1.31729,1114.35,845.943,2.29402,1.74148,0.541047,0.410729,0,Ag,Yes,Ag
11786,VATVIY_clean,6.85041,4.79302,6.73681,1.28666,1114.4,866.115,0,0,0.518179,0.402732,0,Cd,Yes,Cd
3453,GAJZAU_clean,4.80108,4.30234,4.80108,1.51624,1114.79,735.232,0,0,0.537663,0.354603,0,Pr,Yes,Pr
3977,HAJKIO_clean,6.66965,3.47132,6.65088,1.35592,1114.9,822.243,0,0,0.526901,0.388592,0,Cd,No,
13362,XOTXAG_clean,4.5925,3.72441,4.55253,1.45522,1114.96,766.18,0,0,0.46443,0.319147,1.26E-05,"Na,La",Yes,"Na,La"
15229,j.jssc.2015.05.012_mmc6_clean.sa,5.19284,3.47327,4.97211,1.17487,1115.15,949.171,0,0,0.544,0.46303,0,Cd,Yes,Cd
12826,WUNTOP_clean,5.08733,4.17716,5.07679,1.08852,1115.28,1024.58,0,0,0.51718,0.475121,0,Cd,No,
563,AZEBUE_clean,5.44142,4.51467,5.32983,1.81828,1115.37,613.419,0,0,0.495902,0.272732,0,Ho,Yes,Ho
4365,HOZBUV_clean,7.91812,7.59325,7.91812,1.47122,1115.59,758.278,0,0,0.522683,0.355271,0,Cd,Yes,Cd
11977,VIRKIQ_clean,4.98641,4.39323,4.97616,1.53429,1115.6,727.106,0,0,0.522172,0.340334,0,Mn,Yes,Mn
4049,HATZOS_clean,4.85832,4.07746,4.85832,1.31771,1115.6,846.623,0.917674,0.696418,0.541131,0.410662,0,Ag,Yes,Ag
3311,FULQOT_clean,5.67142,3.50634,5.66877,1.72182,1115.8,648.036,0,0,0.503555,0.292455,0,Gd,Yes,Gd
13500,XUWTOA_clean,4.72602,3.33539,4.72211,2.86546,1115.94,389.445,5.42939,1.89477,0.55404,0.193351,0,"Re,Co",Yes,"Re,Co"
8360,OXUPUT_clean,9.06209,8.39643,9.06209,1.93215,1115.99,577.59,17.7067,9.16424,0.574444,0.297308,0,U,Yes,U
13105,XEGKIF_clean,5.20553,3.75045,5.02164,1.3269,1116.16,841.184,0,0,0.524843,0.395542,3.00E-05,Gd,Yes,Gd
10262,SETQAL_clean,4.42679,4.26632,4.42679,1.31307,1116.21,850.081,0,0,0.521431,0.397109,0,Fe,No,
5156,JALLOA_clean,21.13685,18.33831,21.13129,0.755302,1116.36,1478.03,7.03415,9.31303,0.829229,1.09788,0.00182338,Ce,Yes,Ce
13073,XAVQIU_clean,4.2412,3.56279,4.22796,1.15986,1116.58,962.684,0,0,0.585512,0.504812,0,Co,Yes,Co
9487,RAHMAP_clean,5.58767,3.40676,5.58767,1.27525,1116.73,875.698,0,0,0.53856,0.422317,0,Cu,Yes,Cu
9571,RAYKIN_clean,9.45586,7.1245,9.45586,1.03474,1117,1079.51,0,0,0.552507,0.53396,0,Zn,Yes,Zn
12074,VOKMEP_clean,5.48393,4.3891,5.46956,1.25859,1117.14,887.617,0,0,0.506285,0.402265,0,Ag,Yes,Ag
1379,COTXOA_clean,5.06649,4.15335,5.0528,1.08454,1117.4,1030.3,0,0,0.520083,0.479542,0,Cd,No,
87,ADODII_clean,5.97541,5.30365,5.62846,1.21661,1117.44,918.483,0,0,0.537391,0.44171,0,La,No,
5227,JIZJAF_clean,10.25461,9.82723,10.24056,1.07189,1117.79,1042.83,0,0,0.574192,0.535683,0,Co,No,
5250,JOFCEO_clean,9.63183,3.64141,9.63183,1.01082,1117.95,1105.98,444.65,439.891,0.613055,0.606494,0,Cu,No,
11785,VASKOR_clean,4.41725,4.15949,4.41175,1.15817,1118.3,965.576,0,0,0.540403,0.466603,0,Sc,No,
7828,OCUSOV_clean,4.91031,3.4317,4.91031,1.52702,1118.31,732.352,0,0,0.505505,0.331041,0,V,Yes,V
11927,VETTIZ_charged,21.62456,12.85426,21.62456,0.537597,1118.43,2080.41,492.023,915.226,0.768106,1.42878,0,Fe,Yes,Fe
5228,JIZJEJ_clean,10.34811,9.92334,10.34811,1.06947,1118.43,1045.77,0,0,0.574088,0.536794,0,Co,No,
11430,UNABIV_charged,5.06169,3.83252,4.87805,1.53367,1118.68,729.414,0,0,0.483518,0.315269,0,"Mo,Cu",Yes,Cu
1252,CIPCUB_clean,4.79005,3.99723,4.76699,1.72886,1118.77,647.113,0,0,0.492918,0.285111,0,"Cd,Ag",Yes,Ag
13653,YEHGID_clean,6.88886,4.03008,6.66292,1.04955,1119.52,1066.67,28.7139,27.3584,0.543896,0.51822,0,Fe,No,
3454,GAJZEY_clean,4.80464,4.28777,4.80464,1.53408,1119.97,730.062,0,0,0.537019,0.35006,0,Nd,Yes,Nd
15228,j.jssc.2014.11.015_mmc2_clean.sa,5.22329,3.73672,5.08849,0.962226,1120.17,1164.15,0,0,0.5448,0.566187,0,Mn,No,N/A
8470,PAQVEK_clean,5.27989,4.58936,5.26433,1.11804,1120.18,1001.92,0,0,0.502363,0.449325,0,"Ni,Fe,K",Yes,"Ni,K"
12772,WOYWEO_clean,5.94899,3.60787,5.94899,1.03155,1120.23,1085.96,0,0,0.531485,0.515228,0,Mn,No,
5864,KUMGUW_clean,19.12666,18.42651,19.12666,0.903443,1120.41,1240.16,0,0,0.695652,0.770001,0,"W,Cu",No,
9948,RULQIY_clean,8.45064,6.89767,8.45064,1.57222,1120.44,712.65,0,0,0.569791,0.362413,0,"Yb,Cu",Yes,Cu
11787,VATVOE_clean,6.86024,4.81417,6.53187,1.27918,1120.47,875.933,0,0,0.518443,0.405294,0,Cd,Yes,Cd
4814,INEPEY_clean,6.95447,5.78801,6.95447,1.44957,1120.56,773.03,88.8246,61.2763,0.522353,0.360349,0,Zn,Yes,Zn
12350,WARFAZ_clean,6.17335,5.62341,6.16091,1.2809,1120.61,874.865,0,0,0.485848,0.379303,0,Cd,Yes,Cd
2856,FALSAO_clean,5.59493,4.61612,5.59493,1.06274,1120.65,1054.49,0,0,0.512025,0.481799,0,Co,No,
3917,GUXSIC_clean,6.13867,3.70141,6.13867,1.60239,1120.81,699.463,0,0,0.508257,0.317186,0,Er,No,
12092,VONCIM_clean,9.76156,8.65,9.7613,1.43585,1120.96,780.697,81.1528,56.5191,0.590796,0.411462,0,Zn,Yes,Zn
14576,c5nr06930k_c5nr06930k2_clean,7.28736,5.56565,6.90572,1.97473,1120.98,567.663,0.377008,0.190916,0.501649,0.254034,2.73E-06,"Au,Ag",Yes,"Au,Ag"
5229,JIZJIN_clean,10.26767,9.82407,10.26767,1.05391,1121.06,1063.72,15.3025,14.5198,0.585063,0.555138,0,Co,No,
7498,NIJZIP01_clean,8.50827,7.36867,8.50827,1.45663,1121.15,769.691,5.51642,3.78712,0.571297,0.392205,0,"Nd,Cu",Yes,Cu
10916,TONBUU_charged,5.46099,3.46825,5.45558,1.25434,1121.16,893.83,0,0,0.507268,0.404411,0,Ni,No,
3456,GAJZOI_clean,4.76043,4.22431,4.76043,1.6231,1121.3,690.838,0,0,0.53227,0.327933,0,Gd,Yes,Gd
8705,PIXHOV_clean,4.83068,3.82903,4.83068,1.13311,1121.3,989.574,0,0,0.495811,0.437565,0,Zn,No,
3309,FUHNIH_clean,5.51234,3.38909,5.51234,1.16361,1121.42,963.741,0,0,0.53807,0.462414,0,"Na,Zn",Yes,"Na,Zn"
11032,TUMRIE_clean,4.83008,3.62775,4.83008,1.3408,1121.76,836.639,0,0,0.524572,0.391239,0,Cd,Yes,Cd
5230,JIZJOT_clean,10.25508,9.65715,10.24861,1.06872,1121.77,1049.64,4.78858,4.48068,0.574033,0.537123,0,Co,No,
11215,UJEGUL_clean,6.0532,4.88486,6.0532,1.5961,1122.13,703.041,0,0,0.480434,0.301004,0,Cu,Yes,Cu
5728,KOJZAL_SL,5.28044,4.02641,5.28044,1.08562,1122.18,1033.67,0,0,0.5449,0.501923,0,Cu,No,
3455,GAJZIC_clean,4.74189,4.18269,4.74189,1.58149,1122.33,709.67,0,0,0.534443,0.337937,0,Sm,Yes,Sm
4296,HOKLIE_clean,5.6105,4.03256,5.6105,1.31362,1122.34,854.387,0,0,0.499479,0.380231,0,Zn,Yes,Zn
3281,FOVPEN_clean,6.90856,3.45436,6.69822,1.14952,1122.39,976.395,0,0,0.533358,0.463981,0,Ag,Yes,Ag
4769,ILOWAI_clean,5.40585,4.42661,5.40585,1.07764,1122.45,1041.58,0,0,0.508147,0.471535,0,Ni,No,
3958,HAFGON_clean,10.60983,3.35264,10.60549,1.03637,1122.59,1083.19,507.486,489.674,0.620036,0.598275,0,Cu,No,
560,AZAVUU_clean,5.46253,4.9299,5.45924,1.18498,1122.67,947.412,0,0,0.530051,0.447306,0,Cu,Yes,Cu
4250,HIYZEV_clean,6.85088,3.31241,6.85088,1.35159,1123.02,830.894,0,0,0.518847,0.38388,0,Mn,Yes,Mn
7066,MOYMUJ_clean,7.15328,5.11485,7.15328,1.11361,1123.2,1008.61,0,0,0.529097,0.475119,0,Co,Yes,Co
3543,GAYTEH_ion_b,7.24134,3.64489,7.04367,1.37181,1123.34,818.87,0,0,0.506684,0.369353,0,"Na,Cu",Yes,Cu
5101,IZENEI_clean,10.5915,5.77104,6.52601,1.2271,1123.85,915.857,607.691,495.226,0.648628,0.528587,0,In,No,
368,ASECUY_clean,6.38635,5.15151,6.24805,1.43745,1123.99,781.927,0,0,0.504867,0.351223,0,"Na,U",Yes,U
14202,ZIJVOF01_clean,5.25697,3.42394,5.25593,1.22527,1124.06,917.397,0,0,0.574969,0.46926,0,Cu,Yes,Cu
2776,EZEQOR_clean,5.6482,4.90134,5.6482,1.14412,1124.1,982.505,0,0,0.495759,0.433312,0,Mg,No,
8746,POBYAH_charged,5.61208,3.90993,5.47281,3.11106,1124.29,361.386,0,0,0.461174,0.148237,3.47E-06,"W,Ni",No,
2410,ELIKUG_clean,4.95561,3.7268,4.95492,1.57969,1124.37,711.766,0,0,0.493913,0.312664,0,Gd,Yes,Gd
10724,TECVEE_clean,6.29319,4.18887,6.28108,1.16711,1124.79,963.735,0,0,0.509957,0.436939,0,Ca,Yes,Ca
12777,WOZSOT_charged,7.64385,3.69554,7.61714,1.59976,1124.92,703.184,0,0,0.511174,0.319532,0,Cd,Yes,Cd
7368,NEGMUI_clean,6.43529,3.57476,6.40936,1.70833,1125.16,658.631,0,0,0.503734,0.294869,0,"Gd,Ru",Yes,Gd
9112,QETHUT_clean,5.64066,3.41803,5.64066,1.68813,1125.23,666.553,0,0,0.496773,0.294274,0,Al,No,
917,BUBDIL_clean,5.70155,3.91667,5.70155,1.85146,1125.28,607.78,0,0,0.442473,0.238986,0,"Mn,K",Yes,"Mn,K"
14722,cg901114e_si_002_clean,4.97956,4.41476,4.97764,1.61977,1125.88,695.082,0,0,0.472372,0.291628,0,"Na,Ce",Yes,"Na,Ce"
3458,GAKBAX_clean,4.75047,4.21764,4.75047,1.60269,1125.89,702.5,0,0,0.531263,0.331483,0,Eu,Yes,Eu
7061,MOXPEV_charged,5.73345,3.78484,5.72481,1.12837,1125.98,997.884,0.179577,0.159147,0.530116,0.469806,0,Cu,Yes,Cu
10656,TAMJAU_charged,8.92381,6.94851,8.92381,1.37984,1126.74,816.575,0,0,0.542428,0.393109,0,Ag,Yes,Ag
2327,EHAGIF_clean,5.44616,3.48144,5.44616,2.1778,1126.86,517.432,0,0,0.537704,0.246902,0,"U,Gd",Yes,"U,Gd"
1562,CUWXOJ_clean,5.20089,3.52692,5.18895,1.36291,1126.87,826.81,0,0,0.508704,0.373247,0,Eu,Yes,Eu
27,ACAJOF_clean,6.86398,6.10482,6.86398,1.21871,1127.05,924.788,0,0,0.510335,0.418749,0,Cu,No,
5882,KURSOH_clean,5.19322,4.55873,5.19322,1.18702,1127.08,949.503,0,0,0.511671,0.431057,0,Zn,No,
1785,DEYDOA_clean,4.42418,4.12009,4.42418,1.27058,1127.16,887.12,0,0,0.534741,0.420862,0,"Cd,Ni",Yes,Ni
12178,VUKSUR_clean,5.64911,4.27538,5.64911,1.35969,1127.35,829.126,0,0,0.512068,0.376608,0,Nd,Yes,Nd
2325,EHAGAX_clean,5.47293,3.47311,5.47293,2.13433,1127.4,528.221,0,0,0.539277,0.252668,0,"Sm,U",Yes,"Sm,U"
4316,HOQMIL04_clean,5.70711,4.91694,5.69105,1.1407,1127.43,988.373,0,0,0.495767,0.434618,0,Mg,No,
3591,GEKVEZ_clean,4.60932,3.49419,4.2137,1.75988,1127.43,640.629,0,0,0.534377,0.303643,0,"Yb,Cs,Mo",Yes,"Yb,Cs"
8145,OQIQIQ_clean,5.6202,4.58328,5.56734,1.81543,1127.65,621.147,0,0,0.502732,0.276921,0,Er,Yes,Er
7822,OCUQOT_clean,5.08411,3.37974,5.08411,1.51,1128.25,747.184,0,0,0.508353,0.336657,0,V,Yes,V
6449,LUDVAH_clean,5.76215,3.925,5.76215,1.87163,1128.51,602.958,0,0,0.537492,0.287179,0,Zn,Yes,Zn
11844,VEDVUW_clean,5.08695,4.03631,5.08655,1.28356,1128.68,879.336,0,0,0.55267,0.430577,0,Ag,Yes,Ag
13602,YAVVID_clean,4.84619,4.06844,4.72468,1.45348,1128.73,776.569,0,0,0.537231,0.369618,0,Gd,Yes,Gd
2660,ETUXEW_clean,4.29528,3.7243,4.28133,1.76757,1129.63,639.088,0,0,0.567311,0.320956,0,Zn,No,
4297,HOKLOK_clean,5.58987,4.04037,5.57806,1.31362,1129.83,860.086,0,0,0.49896,0.379836,0,Zn,Yes,Zn
9570,RAYKEJ_clean,9.58279,7.36405,9.58279,1.02513,1130,1102.3,0,0,0.554003,0.540423,0,Zn,Yes,Zn
14930,j.inoche.2015.12.004_inc06186-mmc2_clean,5.25824,3.81208,5.25128,1.32945,1130.01,849.981,0,0,0.555507,0.417846,0,Cu,Yes,Cu
8678,PIJDIX_clean,5.28456,3.50108,5.1309,1.71921,1130.23,657.412,0,0,0.579502,0.337074,0,Zn,Yes,Zn
12063,VOHQIS_clean,5.34997,3.62026,5.34997,2.10583,1130.32,536.757,0,0,0.50772,0.241102,0,Ga,No,
4745,ILANUF_clean,6.39203,3.43837,6.39203,1.17846,1130.34,959.165,0,0,0.545355,0.462768,0,Cu,Yes,Cu
13458,XUNHAQ_clean,4.43369,3.93895,4.41861,1.01112,1130.37,1117.93,0,0,0.497474,0.492001,0,Li,Yes,Li
3285,FOXHUX_clean,5.2601,3.59083,5.25053,1.14964,1130.81,983.619,0,0,0.509532,0.44321,0,La,No,
5019,IXISOX_clean,5.5699,4.33438,5.5699,1.93342,1131.06,585.002,0,0,0.515158,0.266449,0,Cu,No,
9605,REFMEW_clean,5.40996,3.37186,5.40162,1.09945,1131.18,1028.86,0,0,0.564619,0.513546,0,Zn,No,
3032,FERVUV_clean,4.63344,3.59285,4.63329,1.52979,1131.3,739.513,1.84212,1.20417,0.520777,0.340425,0,"Fe,Ag",Yes,Ag
5133,JADBEY_clean,5.1025,4.19518,5.06401,1.35732,1131.42,833.565,0,0,0.489824,0.360875,0,Ce,No,
6797,MEJQID_clean,4.92572,3.64927,4.90524,1.21757,1131.69,929.466,0,0,0.538946,0.442642,0,Zn,No,
6068,LARPOL_charged,5.32037,4.37982,5.15985,1.2211,1131.73,926.809,0,0,0.494257,0.404762,0,Fe,No,
2777,EZEQUX_clean,5.58794,4.86495,5.5588,1.14902,1131.85,985.059,0,0,0.493376,0.42939,0,Mg,No,
14306,ZOZKEG_clean,7.97254,6.83418,7.97254,1.12239,1131.99,1008.55,70.3383,62.6685,0.545776,0.486263,0,Mn,Yes,Mn
7829,OCUSUB_clean,5.00781,3.40979,4.93101,1.50787,1132.2,750.859,0,0,0.508232,0.337054,0,V,Yes,V
2507,EPEWEC_clean,5.88152,5.35243,5.87056,1.27191,1132.36,890.285,0,0,0.503477,0.395843,0,Co,No,
5928,LABMUZ_clean,6.14044,4.12696,5.9337,2.33057,1133.21,486.237,0,0,0.498818,0.214032,0,Zn,Yes,Zn
6892,MIJHOD_clean,4.18455,3.46938,4.126,1.22946,1133.21,921.71,0,0,0.507957,0.413153,0,Mg,Yes,Mg
8146,OQIQOW_clean,5.63723,4.61311,5.63723,1.46954,1133.26,771.164,0,0,0.505013,0.343654,0,Y,Yes,Y
10770,TETVIZ_clean,5.51517,3.39497,5.02413,2.38206,1133.5,475.85,0,0,0.487579,0.204688,8.40E-08,"Mo,Co",Yes,"Mo,Co"
8728,PIZQOG_clean,5.349,4.2769,5.34213,1.25206,1133.64,905.418,0,0,0.513758,0.410331,0,Cu,Yes,Cu
12485,WERHIK_clean,5.75389,3.54583,5.75389,1.67143,1133.95,678.432,0,0,0.500368,0.299365,0,Al,No,
2326,EHAGEB_clean,5.47507,3.4761,5.45313,2.1363,1134.07,530.856,1.05325,0.493023,0.539013,0.252311,0,"Eu,U",Yes,"Eu,U"
9990,RUWWOW01_clean,5.03981,3.90859,5.01601,1.48698,1134.12,762.696,0,0,0.49707,0.334281,0,La,Yes,La
12495,WEVRUK_clean,8.57681,7.4662,8.57681,1.43976,1134.17,787.744,6.58096,4.57086,0.57309,0.398045,0,"Pr,Cu",Yes,Cu
12831,WUNVOR_clean,5.13748,4.1998,5.12786,1.08542,1134.29,1045.02,0,0,0.520476,0.479515,0,Cd,No,
2408,ELIKIU_clean,4.97124,3.7531,4.97064,1.54816,1134.41,732.742,0,0,0.495288,0.31992,0,Sm,Yes,Sm
9573,RAYKUZ_clean,8.94769,5.83065,8.94769,1.05936,1134.47,1070.89,0,0,0.546619,0.515987,0,Zn,Yes,Zn
12840,WUPZUE_clean,5.05301,3.71787,5.05301,1.47923,1134.57,767.004,0,0,0.529707,0.358097,0,Zn,Yes,Zn
3284,FOWTOC_clean,5.29743,3.61946,5.29013,1.16444,1134.59,974.363,0,0,0.507249,0.435616,0,Nd,No,
2409,ELIKOA_clean,4.97213,3.73339,4.97213,1.55809,1134.89,728.384,0,0,0.494415,0.317321,0,Eu,Yes,Eu
2506,EPEWAY_clean,5.86305,5.34538,5.70782,1.27095,1134.93,892.982,0,0,0.502858,0.395657,0,Co,No,
5245,JODGAM_clean,5.2178,4.72077,5.2178,1.1388,1135,996.658,0,0,0.510763,0.448508,0,Co,No,
8466,PAQTIM01_clean,5.32259,4.30506,5.01254,1.24459,1135.03,911.975,0,0,0.52093,0.418557,0,"Cs,Fe,Ni",Yes,"Cs,Ni"
