,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
14310,ZOZZEV_clean,5.82783,2.69659,5.82783,1.61382,0,0,733.357,454.423,0.466083,0.288807,0,Co,No,
4411,HUKQUZ_charged,4.78458,2.69621,4.78458,1.38183,0,0,80.6212,58.3438,0.412471,0.298497,0,Cd,No,
6491,LUMQOB_clean,4.72654,2.69619,4.72654,1.87272,0,0,84.191,44.9566,0.335036,0.178904,0,Cu,Yes,Cu
10375,SODKON_clean,3.16209,2.69617,3.16209,2.69693,0,0,0,0,0.386635,0.143361,0,Cu,No,
1293,CODDAA_clean,3.54497,2.69613,3.54497,2.0049,0,0,19.9756,9.96338,0.224171,0.111811,0,"V,K",Yes,K
1877,DIZQOT_clean,3.45439,2.69602,3.44846,1.59075,0,0,6.72854,4.2298,0.392292,0.246609,0,"Co,Zn",Yes,Zn
850,BOCTOE04_clean,4.34246,2.69592,4.34246,1.22277,0,0,759.588,621.202,0.571999,0.467789,0,Mn,No,
9916,RUGKAH_clean,3.92683,2.69591,3.92683,2.3372,0,0,188.477,80.6419,0.423411,0.181161,0,Lu,No,
10082,SAHYOS_clean,5.10322,2.6955,5.10263,1.2961,0,0,518.43,399.993,0.478261,0.369001,0,Cd,Yes,Cd
15211,c6ra28728j_c6ra28728j2_clean.sa,5.10322,2.6955,4.99947,1.2961,0,0,524.057,404.334,0.4846,0.373892,0,Cd,Yes,Cd
238,AMIKOX_clean,3.46941,2.69518,3.46727,1.4673,0,0,16.3266,11.1269,0.410264,0.279605,0,Cd,No,
7889,OFUZIZ_clean,3.50213,2.69465,3.50213,3.11049,0,0,25.336,8.14537,0.375877,0.120842,0,"Mo,Cu",Yes,"Mo,Cu"
3788,GOSRIP_clean,4.372,2.69453,4.26367,1.80918,0,0,636.88,352.027,0.510256,0.282038,2.21E-07,Fe,Yes,Fe
5414,KAHKUB_clean,4.36601,2.69444,4.33098,0.991264,0,0,713.523,719.811,0.506751,0.511217,0,"Fe,K",No,
7091,MUFHUR_clean,3.42,2.6944,3.41142,2.0546,0,0,3.61609,1.75999,0.433871,0.21117,0,Nd,Yes,Nd
10587,TACYAX_clean,5.05381,2.69424,5.05359,1.22535,0,0,560.511,457.429,0.495811,0.404628,0,Cu,Yes,Cu
15076,ja5b00450_si_005_clean,13.50359,2.69404,11.37449,2.1182,0,0,722.803,341.234,0.480191,0.226697,0.000384288,Y,No,
9820,ROQFUA01_clean,5.15072,2.69402,5.15072,1.01799,0,0,948.96,932.193,0.559088,0.549209,0,"Fe,K",No,
2630,ETECAJ_clean,3.82653,2.69364,3.52707,2.20959,0,0,137.15,62.0703,0.504977,0.228538,0,Bi,Yes,Bi
10800,TIFDOB_clean,5.9292,2.69337,5.76725,1.19963,0,0,824.466,687.269,0.502006,0.418468,0,Mn,No,
10210,SEHLEY_clean,3.31712,2.69312,3.31279,2.12389,0,0,0,0,0.360151,0.169571,0,"Eu,Zn",Yes,Zn
1948,DOQRUY_clean,4.87761,2.69308,4.44858,1.36131,0,0,506.303,371.923,0.442832,0.325298,0,"Na,Co",Yes,Na
11440,UNAHEY_clean,4.43291,2.69291,4.42656,1.6121,0,0,363.417,225.431,0.392471,0.243454,0,Co,No,
1302,CODQUJ_clean,3.31151,2.69287,3.29637,1.90776,0,0,0,0,0.355957,0.186584,0,Sm,No,
9557,RAWPIP_clean,4.36045,2.69287,4.36045,1.15725,0,0,222.898,192.611,0.45754,0.39537,0,Zn,Yes,Zn
11300,ULEHEA_clean,3.71795,2.69286,3.71795,2.01619,0,0,79.4568,39.4093,0.414892,0.20578,0,Sm,Yes,Sm
9643,RENWEM_clean,3.15125,2.6927,3.15125,1.54991,0,0,0,0,0.453577,0.292648,0,Co,Yes,Co
11453,UNOJUD_clean,6.35419,2.69249,6.32065,1.52961,0,0,887.982,580.527,0.473237,0.309383,0,Sr,Yes,Sr
6388,LOMMOR_clean,5.44276,2.69196,5.4088,1.50886,0,0,165.955,109.987,0.404124,0.267834,0,Y,No,
11294,UKUTEB_clean,4.86136,2.69161,4.85098,1.25674,0,0,778.496,619.455,0.489588,0.389568,0,"Si,Zn",Yes,Zn
3234,FOJVUX_clean,3.87375,2.69122,3.87375,1.38007,0,0,103.281,74.8376,0.438531,0.31776,0,Zn,Yes,Zn
5256,JOGBIR_clean,4.96805,2.69118,4.96805,2.08868,0,0,252.604,120.94,0.417537,0.199905,0,Cu,Yes,Cu
8352,OXAZIX_clean,3.78624,2.69047,3.74913,1.71887,0,0,378.5,220.203,0.505519,0.2941,0,Pr,Yes,Pr
13810,YOFMIQ_clean,4.81861,2.69037,4.81861,2.1217,0,0,282.703,133.243,0.441874,0.208264,0,Cd,Yes,Cd
14535,c5ce01718a_c5ce01718a2_clean,3.61274,2.69033,3.60915,1.95834,0,0,42.9953,21.955,0.408605,0.208649,0,Eu,Yes,Eu
12769,WOYJID_clean,4.20354,2.68994,4.19532,2.34648,0,0,205.121,87.4166,0.331327,0.141201,0,Ti,No,
127,AGAYIQ_clean,4.02834,2.68983,4.02834,2.1487,0,0,227.686,105.965,0.388367,0.180745,0,Cu,Yes,Cu
1457,CUGLTM_clean,3.16633,2.68938,3.1629,1.66914,0,0,0,0,0.422467,0.253104,0,Cu,Yes,Cu
3800,GOYPER_clean,3.86862,2.68927,3.85387,1.4708,0,0,191.027,129.879,0.484055,0.32911,0,Fe,No,
11595,UXEDOR_clean,4.29731,2.68858,4.1997,2.1291,0,0,290.064,136.238,0.454106,0.213285,0,Er,No,
2580,ESARAT_clean,4.64359,2.68852,4.62549,1.24022,0,0,874.18,704.857,0.508584,0.410075,0,Zn,Yes,Zn
6077,LASQON_clean,4.44401,2.68849,4.42876,1.31049,0,0,524.212,400.012,0.453878,0.346343,0,Ni,Yes,Ni
14205,ZIKCAZ_clean,4.05524,2.68812,4.05018,1.71014,0,0,327.457,191.479,0.395533,0.231286,0,Cd,No,
8279,OTOXIF_clean,4.04239,2.68802,3.71038,1.57055,0,0,107.167,68.2352,0.435961,0.277585,0,"Mn,Mo,K",Yes,"Mn,K"
15083,ja5b02777_si_007_clean,3.88093,2.68776,3.88093,1.41135,0,0,373.255,264.466,0.511863,0.362676,0,"Zr,Li",Yes,Li
12737,WOQYUW_clean,3.76811,2.6876,3.66916,2.2431,0,0,314.647,140.274,0.368843,0.164435,0,Co,No,
3616,GEVXAI_clean,3.71553,2.68712,3.70664,2.06408,0,0,94.709,45.8843,0.415716,0.201405,0,Gd,Yes,Gd
14711,cg800945m_si_002_clean,4.88985,2.68705,4.88628,1.50156,0,0,107.045,71.289,0.40036,0.266629,0,Co,Yes,Co
5334,JUFBIX_clean,5.04128,2.68626,4.76081,1.55778,0,0,182.838,117.371,0.377334,0.242225,0,Co,No,
6387,LOMMIL_clean,5.4461,2.68608,5.4461,1.51016,0,0,165.999,109.922,0.404236,0.267678,0,Y,No,
12019,VIXLEU_clean,7.8432,2.68543,7.81019,1.38214,0,0,731.275,529.09,0.466435,0.337474,0,Rb,Yes,Rb
10255,SESDEA01_clean,3.29226,2.68487,3.28844,1.93015,0,0,0,0,0.352807,0.182787,0,Eu,Yes,Eu
12981,XALPUY_clean,3.9215,2.68472,3.9215,1.72432,0,0,78.9278,45.7733,0.427936,0.248177,0,Ag,Yes,Ag
7173,MUXHIW01_clean,3.39894,2.68407,3.39894,1.99057,0,0,5.09779,2.56097,0.40564,0.20378,0,La,Yes,La
8810,POQKAI_clean,3.6073,2.68378,3.55164,2.51254,0,0,62.1639,24.7414,0.415992,0.165566,0,In,No,
9830,ROQMER02_clean,5.2044,2.68371,5.2044,1.0365,0,0,958.162,924.419,0.580549,0.560104,0,"Na,Cr",No,
2528,EQIWAD_clean,3.10476,2.68358,3.09578,2.05517,0,0,0,0,0.344427,0.167591,0,"As,Cd",No,
12659,WODQUD_clean,3.37919,2.68334,3.37644,2.11663,0,0,3.65983,1.72908,0.429764,0.203041,0,Sm,Yes,Sm
6976,MOBFIT_clean,4.33054,2.68321,4.33054,2.28405,0,0,80.7111,35.3368,0.356758,0.156195,0,"Cs,Co",Yes,"Cs,Co"
7655,NOQLOV01_charged,3.28042,2.68317,3.28037,1.97668,0,0,0,0,0.424176,0.21459,0,In,No,
12786,WUDTOG_clean,5.08961,2.68275,5.0839,1.34893,0,0,702.739,520.96,0.443022,0.328425,0,Pr,Yes,Pr
14635,c6dt00753h_c6dt00753h2_clean,4.57936,2.68243,4.55751,1.13914,0,0,910.384,799.184,0.555378,0.48754,0,Cd,Yes,Cd
5023,IXITOA02_clean,5.87166,2.682,5.66811,1.61112,0,0,852.119,528.898,0.505622,0.313832,0,Eu,No,
6933,MITGUR01_clean,3.70587,2.68143,3.6977,2.08145,0,0,86.8168,41.7099,0.412639,0.198246,0,Tb,Yes,Tb
1182,CELKEL_clean,5.65688,2.68133,5.63576,1.35478,0,0,582.054,429.631,0.444986,0.328457,0,Cu,Yes,Cu
14912,j.inoche.2014.12.007_INC05825-mmc2_clean,5.32735,2.68126,5.10206,1.50699,0,0,555.274,368.467,0.487041,0.323189,0,Cd,Yes,Cd
6108,LAWFOH_clean,6.9169,2.68107,6.90076,1.62387,0,0,738.333,454.674,0.429062,0.264221,0,"Li,Zn",Yes,"Li,Zn"
6699,MAPHAP_clean,4.44624,2.68084,4.43788,1.52115,0,0,510.185,335.394,0.503329,0.330888,0,Yb,Yes,Yb
12203,VUNYUZ_clean,6.44146,2.68056,6.32451,1.72857,0,0,945.821,547.169,0.497305,0.287697,0,Zn,Yes,Zn
5094,IYUROK_clean,3.26536,2.6804,3.25697,1.70914,0,0,0,0,0.388224,0.227145,0,"Co,Cu",Yes,Cu
4824,INIQON_clean,5.14726,2.67991,5.14726,1.39868,0,0,806.53,576.637,0.480868,0.343801,0,Cd,No,
6704,MAQJEW_clean,3.08024,2.67956,3.08024,2.0036,0,0,0,0,0.368554,0.183946,0,Ni,No,
9970,RUSWEJ_clean,3.37273,2.67927,3.37273,1.78861,0,0,2.34484,1.31098,0.388968,0.217469,0,Cd,Yes,Cd
6201,LEQVIN_clean,4.74953,2.67924,4.74953,1.90009,0,0,816.103,429.508,0.467576,0.246081,0,Fe,No,
1767,DEPJIR01_clean,3.85665,2.67886,3.83849,1.58611,0,0,192.212,121.184,0.484431,0.305421,0,Zn,No,
497,AWEDUC_charged,4.15302,2.6786,4.08156,1.3288,0,0,291.592,219.44,0.424959,0.319806,0,Zn,Yes,Zn
8232,OTARUX01_clean,2.7342,2.6786,2.7342,1.98479,0,0,0,0,0.289789,0.146005,0,Ag,No,
442,AVALEO_clean,3.5827,2.67831,3.57831,1.45932,0,0,12.6684,8.681,0.413095,0.283073,0,Gd,No,
13287,XODXIZ_clean,4.29096,2.67804,4.17991,1.64279,0,0,296.383,180.414,0.45373,0.276195,0,Y,No,
6324,LIWFUS_clean,3.67914,2.67797,3.2816,1.83207,0,0,51.7969,28.2723,0.425407,0.2322,0,V,Yes,V
9814,ROQDIM02_clean,5.22188,2.67795,5.22188,1.03483,0,0,946.363,914.507,0.582648,0.563035,0,"Fe,Na",No,
14235,ZITWIK01_clean,5.61381,2.67785,5.61381,2.93545,0,0,789.373,268.91,0.469892,0.160075,0,Cd,No,
2268,EDIKEH_clean,4.16677,2.6775,4.16677,1.65442,0,0,345.353,208.746,0.424454,0.256558,0,Y,Yes,Y
7658,NOQPAM_clean,3.67254,2.67734,3.22252,2.07701,0,0,36.5734,17.6086,0.370093,0.178185,0,"Ba,Ce",Yes,Ba
14348,ZUWWAP_clean,5.07411,2.67704,5.07411,2.0862,0,0,533.806,255.875,0.465527,0.223146,0,V,Yes,V
6427,LOZSAW_clean,4.35161,2.67677,4.34668,1.01242,0,0,702.901,694.277,0.504901,0.498707,0,"Co,K",No,
10256,SESDEA_clean,3.28889,2.67675,3.2731,1.93436,0,0,0,0,0.351519,0.181724,0,Eu,Yes,Eu
10675,TAQGUQ_clean,4.82822,2.67666,4.82021,1.29603,0,0,189.669,146.346,0.402157,0.310298,0,"Co,Cr",Yes,Cr
877,BOMCUB_charged,2.92768,2.6766,2.92768,1.9232,0,0,0,0,0.442293,0.229977,0,In,No,
10583,TACQUK_clean,5.24057,2.6763,4.88138,2.0922,0,0,758.832,362.696,0.403175,0.192704,0,"Ga,V,K",Yes,"V,K"
10874,TIYZIK_clean,4.04679,2.67564,4.04386,1.91597,0,0,401.471,209.54,0.475515,0.248186,0,"Ag,Cu",Yes,"Ag,Cu"
12953,XAKQIL_clean,3.43745,2.67531,3.43745,1.3324,0,0,3.20404,2.40471,0.397637,0.298436,0,Co,No,
8299,OVIQER_clean,5.15013,2.67504,5.12306,1.47939,0,0,533.338,360.512,0.474429,0.320692,0,Zn,Yes,Zn
8086,ONAWEG02_clean,3.86153,2.67486,3.86153,1.09883,0,0,122.068,111.09,0.525074,0.477849,0,Cu,Yes,Cu
9839,ROQNES_clean,5.09432,2.67474,5.09432,1.02615,0,0,921.514,898.032,0.554212,0.54009,0,"Cr,K",No,
5683,KIXXOG_clean,3.83742,2.67446,3.83742,1.17163,0,0,604.246,515.731,0.4864,0.415148,0,Ca,Yes,Ca
8085,ONAWEG01_clean,3.83089,2.67443,3.83089,1.09266,0,0,110.657,101.274,0.526271,0.481645,0,Cu,Yes,Cu
522,AXAQAT_clean,3.7148,2.67421,3.70703,2.23963,0,0,54.3381,24.262,0.402514,0.179723,0,"Fe,Ag",Yes,Ag
11794,VAXHOR01_clean,3.04679,2.67421,3.04329,1.43285,0,0,0,0,0.383045,0.267332,0,Ca,Yes,Ca
13462,XUNJOG_clean,3.24837,2.67373,3.2421,1.73775,0,0,0,0,0.368901,0.212287,0,Mn,No,
9191,QIYCOS_clean,4.98252,2.67355,4.98162,1.13718,0,0,634.903,558.312,0.493956,0.434368,0,"Si,Ag",Yes,Ag
12023,VIXVUV_clean,4.91024,2.6734,4.89034,1.21417,0,0,380.419,313.317,0.472107,0.388832,0,Zn,Yes,Zn
7092,MUFJAZ01_clean,3.39058,2.67319,3.38356,2.13517,0,0,3.00392,1.40688,0.428189,0.200541,0,Eu,Yes,Eu
3878,GUPNUC01_clean,4.3857,2.67312,4.33761,1.55126,0,0,695.648,448.44,0.589487,0.380004,0,Cd,No,
3061,FEXHOG_clean,3.06859,2.67265,3.05767,1.79558,0,0,0,0,0.361862,0.20153,0,Cu,Yes,Cu
221,ALUJUN_clean,4.85152,2.67152,4.83941,1.33934,0,0,689.193,514.575,0.5029,0.375482,0,Y,Yes,Y
1184,CELZIE_SL,5.90423,2.6714,5.70028,1.31183,0,0,479.477,365.501,0.441171,0.336301,0,Al,No,
9393,QUMYUT_clean,3.75481,2.67116,3.75481,1.52763,0,0,70.3271,46.0366,0.373376,0.244415,1.31E-07,"Na,Pr",Yes,Na
7094,MUFJED_clean,3.41421,2.67066,3.41218,2.29009,0,0,5.17004,2.25758,0.420559,0.183643,0,Er,Yes,Er
14864,ic502643m_si_012_clean,3.45477,2.6706,3.27871,2.12455,0,0,7.25343,3.4141,0.397823,0.18725,0,Zn,Yes,Zn
10718,TEBFUD_clean,3.69312,2.67049,3.69312,2.11286,0,0,84.5581,40.0207,0.412281,0.195129,0,Dy,Yes,Dy
10459,SOXHUI_SL,3.17946,2.67031,3.17946,1.45429,0,0,0,0,0.265762,0.182743,0,Li,No,
14015,YUVGOL_SL,13.52669,2.67025,13.52669,0.926237,0,0,1105.52,1193.56,0.619913,0.669281,0,Zn,Yes,Zn
9840,ROQRAS_clean,3.82024,2.67022,3.67959,2.12141,0,0,147.076,69.3293,0.45299,0.213532,0,"U,Cu",Yes,"U,Cu"
14901,j.ica.2016.05.051_1_clean,4.05254,2.66988,3.98588,1.51148,0,0,108.308,71.6567,0.387173,0.256155,0,Cu,Yes,Cu
13470,XUNTAD_clean,3.83107,2.66972,3.54393,1.13178,0,0,124.303,109.829,0.427653,0.377858,0,Li,Yes,Li
983,BUSTAM_clean,5.9276,2.66956,5.92048,1.96873,0,0,746.948,379.406,0.451541,0.229357,0,Pr,Yes,Pr
10853,TISJOW_clean,5.34187,2.66918,5.33691,1.40296,0,0,245.178,174.758,0.376956,0.268687,0,Co,No,
14898,j.ica.2016.05.002_2_clean,6.84733,2.66911,6.84733,1.04101,0,0,1227.09,1178.75,0.560918,0.538819,0,Zn,Yes,Zn
11230,UJOJIO07_clean,3.45743,2.66902,3.45238,1.77861,0,0,1.98032,1.11341,0.319704,0.179749,0,Mn,No,
4078,HAYZOY_clean,3.37799,2.66901,3.36146,2.0528,0,0,2.9515,1.43779,0.434849,0.211832,0,Ag,Yes,Ag
11724,VALSIM_clean,3.97767,2.66888,3.97767,1.98131,0,0,170.234,85.9198,0.399231,0.201499,0,Cd,No,
430,ATUXOE_clean,4.28881,2.66857,4.28881,1.71175,0,0,220.133,128.601,0.382887,0.223681,7.71E-06,"Eu,K",Yes,"Eu,K"
4794,IMIDZB11_clean,5.18485,2.66839,5.18049,1.18331,0,0,771.236,651.76,0.574281,0.485317,0,Zn,Yes,Zn
8910,PUPNAQ_clean,3.58241,2.66744,3.58241,1.43868,0,0,26.0135,18.0815,0.399343,0.277576,0,Zn,No,
2124,DUXKEN_clean,5.19652,2.66706,3.97094,1.45864,0,0,309.072,211.891,0.442174,0.303142,0,"V,Ni",Yes,"V,Ni"
14643,c6ra01933a_c6ra01933a2_clean,4.06616,2.66688,4.05694,2.53681,0,0,119.347,47.0461,0.350748,0.138263,0,Cd,Yes,Cd
4239,HIWXER_clean,3.20603,2.6668,3.20035,2.54951,0,0,0,0,0.374739,0.146985,0,Zn,Yes,Zn
10906,TOJVIZ_clean,3.39674,2.66676,3.39674,1.51735,0,0,0.533389,0.351527,0.373495,0.24615,0,Co,No,
6439,LUCKIF_clean,5.92099,2.66664,5.91879,1.74858,0,0,572.499,327.409,0.439623,0.251418,0,Sm,Yes,Sm
14546,c5ce02540k_c5ce02540k2_clean,3.70767,2.66664,3.70767,1.40073,0,0,75.4912,53.8942,0.392298,0.280067,0,Zn,No,
635,BASTAS_clean,4.07475,2.66663,3.75664,2.3203,0,0,126.369,54.4623,0.324049,0.139658,0,"Gd,Ag",Yes,Ag
2132,DUXSIA_clean,5.54138,2.66658,5.53739,1.39417,0,0,323.552,232.076,0.413961,0.296924,0,Co,Yes,Co
723,BERGAI_clean,5.27731,2.66637,5.18782,1.49712,0,0,557.994,372.712,0.486451,0.324925,0,Zn,Yes,Zn
12504,WEYMIY_clean,4.73547,2.66625,4.73547,1.65215,0,0,472.265,285.849,0.45024,0.272518,0,"Mo,Co",Yes,Co
8841,POXLEV_clean,3.44743,2.66617,3.27401,2.12454,0,0,10.7142,5.04306,0.398142,0.187401,0,Th,No,
9828,ROQFUA_clean,5.11151,2.66584,5.11151,1.02483,0,0,922.531,900.178,0.555998,0.542527,0,"Fe,K",No,
2395,ELAZEX_clean,3.63212,2.66568,3.42222,1.98591,0,0,16.3362,8.22605,0.3619,0.182234,0,Cd,Yes,Cd
11226,UJOJIO03_clean,3.45833,2.66539,3.45833,1.77865,0,0,1.98037,1.11341,0.319417,0.179583,0,Mn,No,
2460,EMODOZ_clean,4.34915,2.66527,4.34005,1.98236,0,0,832.313,419.859,0.554245,0.279588,0,Zn,No,
12232,VUWPIN_clean,7.9996,2.66444,7.9996,2.34782,0,0,1222.37,520.64,0.582869,0.24826,0,Ag,Yes,Ag
2605,ESUMOU01_clean,3.34875,2.66439,3.32208,1.6553,0,0,1.02088,0.616732,0.412286,0.24907,0,Mn,Yes,Mn
9056,QATHIE_clean,4.85128,2.66421,4.84697,1.15203,0,0,803.577,697.53,0.52577,0.456385,0,Zn,Yes,Zn
4205,HIJMEU_clean,4.0291,2.66376,4.0291,2.3098,0,0,364.366,157.748,0.467783,0.202521,0,"Mn,Mo",No,
7168,MUVYEJ_clean,5.67691,2.66337,5.59349,1.25441,0,0,581.153,463.287,0.460681,0.367248,0,Zn,No,
7926,OHAZAZ_clean,4.53803,2.66232,4.52105,1.45257,0,0,1210.7,833.492,0.535688,0.368787,0,Gd,Yes,Gd
11795,VAXHOR_clean,3.04393,2.66195,3.04164,1.43283,0,0,0,0,0.383284,0.267501,0,Ca,Yes,Ca
7380,NEJSIG_clean,3.47067,2.66182,3.47067,1.47314,0,0,6.44925,4.3779,0.430627,0.29232,0,Cu,No,
5142,JAHNEM_clean,3.4986,2.66157,3.4824,1.71463,0,0,4.41438,2.57453,0.332554,0.193951,0,"Mn,Cr",No,
9435,QUSBEM_charged,4.28184,2.66157,4.27832,1.40517,0,0,184.213,131.096,0.453946,0.323053,0,"Cd,Li",No,
11738,VAMQIJ_clean,4.87015,2.66146,4.86051,1.82613,0,0,836.457,458.049,0.505441,0.276783,6.78E-05,V,No,
11018,TUKDAG_clean,3.37824,2.66134,3.37824,1.47107,0,0,0.369301,0.251041,0.414089,0.281487,0,Cd,No,
6207,LERNEC_clean,5.00175,2.66132,4.996,1.75601,0,0,561.068,319.513,0.407678,0.232161,0,Co,No,
11239,UJOKIP_clean,3.46491,2.66099,3.46491,1.72465,0,0,1.78937,1.03753,0.331705,0.192332,0,"Mn,Cr",No,
11129,UDICER_clean,3.76709,2.66082,3.76709,2.41704,0,0,123.438,51.0697,0.404498,0.167353,0,Bi,Yes,Bi
10860,TIVFAG_clean,3.14375,2.66074,3.14375,2.41228,0,0,0,0,0.36045,0.149423,0,Cu,Yes,Cu
11920,VERZOJ_clean,3.05341,2.66042,3.05206,1.7046,0,0,0,0,0.431898,0.253373,0,Ni,No,
12932,XAGCIS_clean,5.55946,2.66018,5.10796,1.7591,0,0,827.1,470.183,0.438071,0.249031,0,Co,Yes,Co
12302,WAKSOT_clean,4.18372,2.65982,3.36914,1.84577,0,0,85.2726,46.1989,0.39676,0.214956,0,Cd,Yes,Cd
14247,ZNGLUD_clean,3.17715,2.65958,3.15242,1.65404,0,0,0,0,0.428412,0.25901,0,Zn,Yes,Zn
7773,OBENAL_clean,3.05568,2.65884,3.05568,2.79779,0,0,0,0,0.323774,0.115725,1.67E-05,Co,Yes,Co
6781,MECVUM_clean,10.76139,2.6588,10.76139,1.14587,0,0,1763.82,1539.29,0.69158,0.60354,0,"Ga,Mn",No,
2381,EKIGIQ_clean,4.47438,2.65851,4.47276,1.56622,0,0,499.132,318.686,0.455792,0.291014,0,Cd,No,
235,AMALND_clean,3.72992,2.65794,3.71422,1.87591,0,0,240.804,128.367,0.501669,0.267427,0,Nd,Yes,Nd
6728,MATHEV_clean,3.84188,2.65767,3.81662,2.1752,0,0,353.362,162.45,0.391273,0.179879,0,Co,No,
1238,CIGYAU_clean,3.86279,2.65753,3.86279,1.59429,0,0,32.716,20.5207,0.422404,0.264948,0,Cu,No,
12291,WAJHIA_clean,3.58932,2.65715,3.58932,1.64266,0,0,27.462,16.718,0.357361,0.217551,0,"Li,Zn",Yes,Zn
11243,UJUMUJ_clean,6.08665,2.65681,6.07529,1.20223,0,0,791.32,658.211,0.490683,0.408145,0,Co,No,
10211,SEHLIC_clean,3.2898,2.65662,3.2898,2.15827,0,0,0,0,0.355066,0.164515,0,"Zn,Tb",Yes,Zn
11229,UJOJIO06_clean,3.44474,2.65655,3.43987,1.78115,0,0,1.13323,0.636233,0.319144,0.179178,0,Mn,No,
8226,OSUVOP_clean,3.59403,2.65646,3.56493,1.73023,0,0,52.0164,30.0633,0.480015,0.277428,0,"Si,U",Yes,U
5141,JAHNEM03_clean,3.46,2.65644,3.46,1.725,0,0,1.92612,1.1166,0.331442,0.192141,0,"Mn,Cr",No,
7903,OGIYAF_clean,4.13453,2.65637,4.13022,1.53002,0,0,271.39,177.377,0.483535,0.316031,0,Co,No,
7136,MUPYUS_clean,3.48335,2.65632,3.45516,2.27091,0,0,1.5511,0.683028,0.417699,0.183934,0,Cd,Yes,Cd
8087,ONAWEG_clean,3.62774,2.65623,3.61419,1.23084,0,0,68.0252,55.2672,0.504006,0.409481,0,Cu,Yes,Cu
14549,c5dt00578g_c5dt00578g2_clean,4.00934,2.65612,3.9986,1.17515,0,0,298.749,254.222,0.466532,0.396998,0,Co,Yes,Co
308,AQIQIC_clean,6.11416,2.65573,6.10292,1.45271,0,0,1001.75,689.574,0.473587,0.326002,0,Mn,Yes,Mn
12756,WOWHAR_clean,4.10947,2.65556,4.10947,2.17118,0,0,50.0773,23.0645,0.315993,0.14554,0,"V,Co",Yes,V
2671,EVOHOM_clean,3.57984,2.65551,3.56552,2.14715,0,0,68.4109,31.8613,0.461914,0.215129,0,"Ba,Zr",Yes,Ba
12785,WUDTIA_clean,5.10265,2.65536,5.08993,1.34493,0,0,698.434,519.308,0.443431,0.329705,0,Ce,Yes,Ce
9073,QAVZAQ_clean,3.43267,2.65506,3.42481,1.88078,0,0,10.9801,5.83804,0.4071,0.216453,0,"Nd,Ni",Yes,Nd
8984,QADDEF_clean,4.64624,2.65471,4.63401,1.26263,0,0,416.733,330.051,0.427358,0.338465,1.58E-07,"Zn,K",Yes,K
11869,VEHKAW_charged,5.91011,2.65468,5.90563,1.1388,0,0,1026.53,901.415,0.558073,0.490055,0,Zn,No,
634,BASSUL_clean,4.06394,2.65439,4.06394,2.38455,0,0,126.96,53.2426,0.320025,0.134208,0,"Er,Ag",Yes,Ag
9114,QETSOY_clean,3.67394,2.65431,3.67394,2.15075,0,0,76.0163,35.344,0.411382,0.191273,0,Er,No,
12499,WEXNIW_clean,3.58079,2.65405,3.57754,2.13725,0,0,29.5115,13.8082,0.448441,0.209822,0,"Ba,V",Yes,Ba
2127,DUXLUF01_clean,3.75472,2.65328,3.74136,1.82749,0,0,4.75327,2.60098,0.319481,0.17482,0,Zn,Yes,Zn
1401,COXDEA_clean,3.24384,2.65307,3.22738,2.074,0,0,0,0,0.376124,0.181352,0,Cu,Yes,Cu
3589,GEHSAN_clean,4.21897,2.65292,3.91641,1.49275,0,0,224.31,150.266,0.350333,0.234689,0,"Fe,Ca",Yes,Ca
9813,ROQDIM01_clean,5.18977,2.65274,5.18977,1.04189,0,0,920.657,883.637,0.579947,0.556628,0,"Fe,Na",No,
11759,VAPRIQ_clean,4.42277,2.65264,4.39372,2.2421,0,0,270.264,120.541,0.34522,0.153972,0,Zn,Yes,Zn
11995,VIVLAP_clean,4.51725,2.65259,4.48348,1.46364,0,0,1201.01,820.564,0.535154,0.365632,0,Tb,Yes,Tb
8323,OWIKAI_clean,3.60224,2.65234,3.60224,2.2573,0,0,21.5104,9.52927,0.315602,0.139814,0,"Nb,Ni",No,
14414,acs.inorgchem.6b00292_ic6b00292_si_002_clean,3.71777,2.65186,3.70818,1.47766,0,0,102.927,69.6555,0.430307,0.291208,0,"Mg,Cu",Yes,"Mg,Cu"
9829,ROQMER01_clean,5.16557,2.65175,5.16442,1.0453,0,0,927.613,887.415,0.577168,0.552156,0,"Na,Cr",No,
11227,UJOJIO04_clean,3.44232,2.65169,3.43415,1.77869,0,0,1.13166,0.636233,0.319561,0.179661,0,Mn,No,
2708,EWOFON_clean,3.98565,2.65055,3.91544,1.59855,0,0,163.055,102.001,0.420907,0.263305,0,Eu,No,
6768,MAYPIM_clean,4.30951,2.65055,3.86026,2.0289,0,0,240.65,118.611,0.374409,0.184539,0,Ag,Yes,Ag
11221,UJOJEK01_clean,3.43318,2.65047,3.43221,1.78249,0,0,2.26816,1.27247,0.317786,0.178282,0,Mn,No,
14145,ZEHCAQ02_clean,4.1193,2.64971,4.09118,2.02971,0,0,561.315,276.549,0.535951,0.264053,0,Zn,Yes,Zn
14395,acs.inorgchem.5b02666_ic5b02666_si_002_clean,4.72928,2.64948,4.69545,1.16064,0,0,439.639,378.79,0.473132,0.407648,0,Zn,No,
